web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewRating,next,next-href
"1573043722-3569","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing!","I just got these and I was NOT expecting them to be this good. I have my hair parted to the side and that means I can use one of them at a time and listen to music at work without anyone noticing at all because my hair covers my right ear. The sound quality really is good. Definitely not like stock earphones at all. Not as great as a full on headset, but you hardly notice any dip in quality and you get amazing portability with it. I can't comment on the battery life just yet but I will likely update this with that info after a week, although I have a portable charger just in case. Also, it ships with a USB-C cable in the box so don't worry about purchasing that seperately. Very satisfied with my purchase.

EDIT: May 20th; The battery life actually isn't that bad. I haven't had to recharge them with my portable charger even once. They charge in the case about 3 1/2 times for me and they each lasted about 5 hours, although I do only use one sometimes.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1573044315-6168","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome!!!","I got these from Samsung directly and love them. They pair with your Samsung phone by just opening up the case. Great sound quality and enough battery life to get you through the day!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_275?ie=UTF8&pageNumber=275&reviewerType=all_reviews"
"1573043905-4332","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very nice","Great product! Sound great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews"
"1573043884-4248","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It may clog your ears for some time,be careful.","This thing had my ears clogged for a week,I could hardly hear anything. I haven't used it since.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1573043727-3598","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very nice","These are great. Coming from a pair of IconX, they are very similar. The sound is slightly better, but the volume seems lower. Speaking of volume, the volume cant be adjusted on these like they can be on the IconX. These are slightly smaller and the case is almost half the size as IconX. I also like the ear canal piece. The IconX would always get clogged up with ear wax, these have a unique design that keeps the ear wax out of the speaker.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1573044211-5701","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A lot better than expected!","I usually dislike ear buds, but these are great! They're very comfortable, and you hardly feel them in your ears. They're a perfect fit, so they don't fall out. I was worried about losing them since there isn't a cord attached, but there is a convenient locator in the Galaxy buds app. There's also an ambient sound setting that allows you to hear what's around you since they are noise cancelling. Each bud has a touch pad that allows you to pause/skip song/previous song/etc. My only gripe is the touch pads are sensitive, so you can accidentally push it if you're not careful. It's not a negative though, as you get use to it. There's also a setting to lock the touchpad so you won't. I use these for sleeping and ASMR mostly, and I have to say they're the most comfortable I've tried so far. (I'm a side sleeper) I highly recommend them to anyone interested.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_229?ie=UTF8&pageNumber=229&reviewerType=all_reviews"
"1573044048-4971","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Headphones","There is some minor  delay on the Bluetooth other than that sound is crisp and has good base when needed","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&pageNumber=156&reviewerType=all_reviews"
"1573044032-4902","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great headphones","Itemb as described works perfect.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&pageNumber=149&reviewerType=all_reviews"
"1573043708-3519","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Now an Ex-Samsung Fanboy","This review is based on my experience using these buds at work with my brand new Samsung Galaxy S10 Plus (and the Wearables App).

I've had every Galaxy S phone since the S7, but this is the first pair of Samsung wireless buds I've ever owned. Previously, I'd just buy a $20 pair of bluetooth headphones on Amazon, which would last about a year before needing to be replaced. Those $20 headphones never had half the issues I've had in the past week with these!

My main issue with these buds is that everyday they disconnect and reconnect about 20x. Sometimes they'll say that they're connected and then I go to play music and they'll disconnect and reconnect, but still not play anything. I usually have to turn bluetooth off and on to get them to reconnect properly, and even that sometimes doesn't work, so I'll pull out the charging case, put them in, close the case, and re-open it. Eventually, they'll connect properly, but playing music shouldn't be a 10 step procedure. I have the stupid wearables app, and everything, the buds have a full charge, and they just don't want to connect properly. It's maddening, ding, ding, in your ear every time it decides to drop and reconnect because you tried to play a song.

My next issue is the call quality, I use these at work, where I take at least 10 calls a day. About 4 times now, I've heard myself echoing back at me, which is incredibly distracting when you're trying to have a conversation. It'll just start out of nowhere too, mid call. Other times, the mic is just really bad, people complain that they can't hear me and I have to speak up. It does nothing to cancel out background noise. I've been told to put myself on mute several times during conference calls with these buds (in the same office where my $20 buds had no issues).

Lastly, the wireless charging seems to be pretty spotty. It'll be charging and then all of a sudden lose connection, and need to be re-positioned on the charger.

At this point, I don't know if the issues I described are due to a defect, or issues with the Galaxy S 10 Plus, or what, but it's just unacceptable. A $1000 phone and a $120 pair of buds that can't seem to work right together just goes to show that Samsung doesn't know what they're doing. I'm sending back the buds, and looking into replacing the S10+ with a Google Pixel 3a XL.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1573044077-5105","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great fit, very comfortable","Can't say anything bad about these, just buy them you'll love them","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_169?ie=UTF8&pageNumber=169&reviewerType=all_reviews"
"1573043918-4392","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product","Love them used them everyday stays in the ear with ease","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573044224-5767","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Inspected by who?","Unfortunately they did not work. I'm not sure how Amazon inspects opened items they sell. The buds had a sticker that said inspected. Guess not.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_235?ie=UTF8&pageNumber=235&reviewerType=all_reviews"
"1573044264-5946","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Connection was on and off sometime","Good for my note 9 but sometime the connection was on and off","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1573044249-5877","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SAMSUNG GALAXY 10 EARBUDS !!","Absolutely fantastic sound - MUCH more comfortable fit !!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_246?ie=UTF8&pageNumber=246&reviewerType=all_reviews"
"1573043738-3646","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Loooove these!","I was excited to try these since I was supposed to get them when I preordered my s10, but they ran out. I received these and when I opened them I was slightly shocked that there were no instructions included in the box. I charged them which was pretty easy to figure how to do. I'm not super tech savvy. Next I needed to figure out how to pair them. Luckily as soon as I opened them my phone sensed them and dinged. I didn't even have to Google! Sweet! Sound is great and they're working well. Awesome!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1573043729-3608","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","nice battery life, great sound","I bought these because of the battery life and I figured the higher price would mean great sound. I waited a while before reviewing this product just to see if they would last and they have. Very satisfied. I bought them to cancel out the absolutely terrible music my work plays over the speakers. These buds can be very loud too. I don't have the volume turned up at all, but you could play music very loudly if you wanted (not recommended from me though). They fit nicely into my ears and don't fall out at all. They are comfortable and don't have any weird protrusions that make them uncomfortable to wear. The buttons are easy to click. I would recommend getting a small plastic sandwich bag to put the case in for carrying it around in your pocket to prevent dust from getting into the charge port though. It's a simple and non-intrusive way to keep it clean. I had to dig dust and lint out of my phone charge port eventually because of this problem, so it does happen eventually.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1573043857-4148","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Must have","Very discreet, never have problems keeping them in, if you're like me and usually only wear one ear phone at a time you'll be happy to know each ear piece has it's own battery life. As long as I charge at night I have no problem going a full day while using these with no issues of them dying on me","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573044275-5989","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Clear&comfortable","Excellent","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_258?ie=UTF8&pageNumber=258&reviewerType=all_reviews"
