title,body,rating,product
Not recommended for Android phones,"These airpods are light, comfortable and generally produced and received well for calls. Overall though, I would not recommend for Android phones (despite what other reviews tell you).

I'd searched ahead of time and plenty of Android-phone users seemed to have good experiences despite this being an Apple product (which obviously works better with other Apple products). I wanted to try them because of the lightweight comfortable fit that many people had raved about, long battery life, as well as the tap functions. I didn't realize how annoying the bugs for Android would be though, even after forcing a firmware update the main issues consistently recur:

1. Slipping out of sync (between left and right, sometimes more and more out of sync, if I don't pause and replay, or unsync and re-pair)

2. Audio cut-outs - usually not if you have uninterrupted line-of-sight, but if my phone is in my pocket or bag, then it was guaranteed to cut out.

Between backorder delay, and delay to return due to trying to troubleshoot the issues with re-pairing and firmware updating, I'm unable to do a return now :(",1.0,Apple Airpods-Latest Model
Great for hands free driving!,"Speedy delivery! Great price! Bought for husband and he loves them! He was like “Thank you, but I probably won’t use them,” but they are always in his ears. Great for hands free driving and callinh",5.0,Apple Airpods-Latest Model
Great deal!,Charging case is a game changer but it scratches easily.,5.0,Apple Airpods-Latest Model
Actually impressed,Pretty cool once you learn all the techniques.,5.0,Apple Airpods-Latest Model
Left it in my pants,Survived washer 👍,5.0,Apple Airpods-Latest Model
May not last,Honestly I liked these and I wish the volume would have been a bit better but my main issue has to do with how long they last. I have had mine for 2 months and the left ones already out. I’ve had $9 earbuds last longer.... For the time I did have them I used them daily and really enjoyed their use.,3.0,Apple Airpods-Latest Model
Disappointed,"Doesn't work after only 2 weeks it keeps powering off.  Unable to return as I am now overseas and I discarded
original packaging.",1.0,Apple Airpods-Latest Model
The best earphones you’ll buy,The earphones are amazing. I will never go back to any others and so worth the price! Sometimes I even forget their in my ear and it’s so easy talking with these. They’re seriously the best and I’m so glad I bought these!!,5.0,Apple Airpods-Latest Model
Love my air pods,Bought some on eBay and they were knock offs came here and got the real ones thanks amazon,5.0,Apple Airpods-Latest Model
Must have !,Amazing headphones ! Just mad I didn’t get them sooner !,5.0,Apple Airpods-Latest Model
Every 12 year olds dream right now,These is all I heard for 6 months that he wanted a set of these. He listens to them all the time. I had a little time with them and wish I had a set for myself. Just got a set of Sony wireless sport set and I’d rather buy the AirPods.,5.0,Apple Airpods-Latest Model
Like Apple Prodect.,As usual very satisfied with Apple product. Looks good and continent. This is the second paired I purchased.,5.0,Apple Airpods-Latest Model
Great,Amazing,5.0,Apple Airpods-Latest Model
"Good beat, quick charge, easy fit in the ears, and stylish","I wouldn’t call myself an Apple fanboy but their devices simply work, and do the one thing they are designated to do better than any other of its competitors. Now, I am not saying that there aren’t better earpieces but pair of AirPods simply music, style, and beat into one. One negative thing about is the fact of noise cancellation being almost none existent. Especially in the subway when the trains are passing by the only sound you hear is the sound of the train and nothing else despite having the AirPods on. Apart from noise cancellation AirPods blow away any other earpieces I’ve owned. With them having discount of 20 bucks I decided to get a pair and they are exactly what I hoped for. If Apple comes up with a newer model that takes care of the noise cancellation issue I will definitely upgrade.",5.0,Apple Airpods-Latest Model
Awesome Earphones,"Wireless earphones (pods) which were simple to hook up to my I-Phone.  Great quality, great sound and perfect to use as hands free phone interface.  I love these ear pods.",5.0,Apple Airpods-Latest Model
Bad,Don't stay in you ears falls out every 2 minutes,1.0,Apple Airpods-Latest Model
Product is the real thing,"Replacing a teenagers AirPods due to carelessness is such a 1st world issue, but capitalism allows a great value like this one to occur.  All is right again in my teenager's world again thanks to this seller and Apple's ability to produce a near flawless product.",5.0,Apple Airpods-Latest Model
Apple,Muy bueno recomenda para los q quieren comprar,5.0,Apple Airpods-Latest Model
I love my AirPods,I like my AirPods much more than my earbuds. I feel like they fit better and the sound quality is a lot better. I was concerned that moving around they would fall out but it has not been an issue at all for me. Overall I'm very happy I finally broke down and bought a pair.,5.0,Apple Airpods-Latest Model
Great,Great product,5.0,Apple Airpods-Latest Model
Not latest AirPods,These are not the latest edition airpods,1.0,Apple Airpods-Latest Model
Very pleased,They stay in your ear well. Sound quality is good.,5.0,Apple Airpods-Latest Model
Good Product,Legit. Apple never disappoints.,5.0,Apple Airpods-Latest Model
Arrived broken,"Left earbud won't connect. This was a birthday gift for my son, so I am super disappointed.",1.0,Apple Airpods-Latest Model
Headphone,Very is good bought for couple I saw,5.0,Apple Airpods-Latest Model
THANK @FatKidaDeals,Thank you @FatKidsDeals ! I’ve had them for a month or so now and they are amazing.,5.0,Apple Airpods-Latest Model
*Updated* Love them (no more).,"Love them!  I was concerned at first that they would fall out but they don’t. I use them to work out lifting weights or cardio without them moving. Craziness. Great sound and battery life. If you are looking for noise canceling then these are not the headphones for you.

***Update 10/6/2019***
I have had them about 5 months now and the last 2 months I am having issues with the left ear pod staying charged or connecting.  I have gone through all the troubleshooting online of cleaning and reconnecting with it only to happen again and again.  It is very frustrating to have both pod's 100% charged at night and then during my workout in the morning the left one dies 20 minutes in.",1.0,Apple Airpods-Latest Model
Outstanding product,Working out,5.0,Apple Airpods-Latest Model
Amazing!,10/10,5.0,Apple Airpods-Latest Model
"THE BATTERY LIFE IS HORRIBLE, THEY ONLY LAST 5 MINUTES!!!",DO NOT BUY,1.0,Apple Airpods-Latest Model
Love my Airpods!!!,"I was hesitant in spending the money to buy these Apple Airpods, but I’m so glad that I did. I love them. They’re comfortable and easy to use. The charge lasts a long time.",5.0,Apple Airpods-Latest Model
With,"Very happy with this purchase. The wireless charging case option is a bit expensive. I don’t know is that is worth it. Happy with the headphones, quality, and how quick they sync with apple products. Noise cancelling would be nice at some point.",5.0,Apple Airpods-Latest Model
I would recommend these for anyone that don’t want to be bothered with the earbud cords!,Bought for my 16year old grandson. He has been wanting them while playing his games & at school. He loves these compared to the wired ear buds. And the battery life is incredible.,5.0,Apple Airpods-Latest Model
Excellent AirPods!,I bought these for my wife. This was very easy to setup and the sound quality is excellent. I don't think this has an active noise cancelling features but it drowns out noise very well as it is a tight fit. The battery life is subpar and could be improved. Needs to be charged daily for everyday use.,5.0,Apple Airpods-Latest Model
