web-scraper-order,web-scraper-start-url,title,body,rating,next,next-href
"1573062889-17157","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","great sound, but poor quality material","I have been using these headphones when I go to the gym and usually they work great, but after only 4 months the volume control part broke in half.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews"
"1573062957-17405","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound but poor quality","Got these In June. It was my second pair of these and the first ones lasted about 8 months. Super disappointed in the quality of these headphones since I only use them on my commute to/from worn","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1573062796-16800","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best earbuds at a great price!","The material feel is great as well as the sound. With all the ear pieces they send you, you will have the best fit for your ears, and I love it. At least for me, the sound canceling ear pieces did their job too well that I had to remove them and place regular silicon as I couldn’t hear some equipment at work. Connectivity is sharp, I never lose connection and connects to my devices super quick. It’s awesome for talking on the phone as well!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1573062919-17279","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Quality","Great earphones, great sound. Totally worth what I've paid","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews"
"1573063121-17982","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Meh","Great sound. But this is my second pair. They don’t last. Very disappointed. But, they have great customer service.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&pageNumber=141&reviewerType=all_reviews"
"1573062998-17556","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Defective","These headphones were great up until they lost audio. No matter how I increase the volume it stays very very low.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573063139-18058","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Decent sound decent price. Broke down fast.","Bought this product and it was defective, but they replaced it and it works great! Very happy with it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_148?ie=UTF8&pageNumber=148&reviewerType=all_reviews"
"1573062739-16595","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent Sound, Excellent Battery Life!","My search is over. I've paid for about six pairs of Bluetooth ear buds in the last 6 weeks and I had been repeatedly disappointed in the battery life - but my search is over! I was leery about the  claims of 9-hour battery life, but I have confirmed they will stay strong for at least four hours!

After trying four previous pairs of ear buds that all ran out of juice at the two hour point, I bought these ear buds along with a  ""1Mii B03 Long Range Bluetooth 4.2 Transmitter Receiver"" which boasts a 230-foot signal and the pair works well together!  I put the 1 Mii B03 transmitter on my old, 5-tray DVD player and then paired it with these headphones.

The sound was superb out of the box and I didn't need adjust the DVD player sound settings at all. Crisp, clear, and rich in bass right out of the box. The ear buds paired easily with the 1 Mii B03 transmitter on the first try and then it was off to the concert - sort of.

The ads say the ear buds have a 9-hour battery life, so I put three video concerts in the DVD player totaling about 4.5 hours of music and the ear buds out-lasted the music videos!

Previously I had tried three different Bluetooth transmitters which warned to stay within 10 - 20 feet for a good connection. I can't say with any expertise on the question, but it is also possible that the stronger signal from  the 230-foot transmitter allowed the ear buds to work more efficiently at a lower rate of battery use, so it's possible this helped the ear buds go the distance.

All-in-all, a great set of ear buds - sound, easy of use (volume, on/off, charging), ease of pairing, and battery life! I highly recommend!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1573062851-16996","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hubby is sooooo satisfied with this product","Hubby is sooooo satisfied with this product!! He says it’s loud and crystal clear!! Loves how it fits in his ears.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
"1573062947-17378","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worst headphones I’ve ever had","I’ve owned these for 2 weeks and they’re already dead. I used them one last time this morning and they died 40 minutes into a run and don’t charge anymore. I can’t restart them or anything. I’d say I want a refund but not for these unless it can be promised that they’ll live for at least a year.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&pageNumber=80&reviewerType=all_reviews"
"1573062980-17495","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Terrible Connectivity to Computer","When it works, it works great. However, i have some connectivity issues that pop up frequently. When I listen to spotify or amazon music at work i will frequently get some dead time for about half a second. It would not be a problem if it happened like once an hour, but this seems to happen every 5-10 seconds, making it pretty much impossible to enjoy music. I will most likely have to buy new headphones due to this.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews"
"1573062975-17479","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great buy at a great price.","They really got it right with these. I have had previous versions of these and they always had some issues I really did not care for. The price is great and the fit is amazing. No slipping out while running or doing yard work. Allows for better noise cancellation. I am a huge fan of Bose, but the extra price is truly not worth the sound difference for me. These sound great. Only issue is the sound does not seem to adjust as high as previous versions.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1573062924-17293","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Doesn't work anymore","Product completely died on me after 2 months","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1573063015-17611","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Impressive for price with a balanced sound","I just received the Trelab J1 bluetooth earbuds in the mail. Upon opening the box, the earbuds come with a variety of sizes, a carrying case, charging cord, instructions, etc. The earbuds are magnetic, which is a nice touch. The cord is thin and has plenty of room. The controls are on the right-hand side and surprisingly do not feel unbalanced. That's impressive.

The earbuds came charged 90%, which I appreciate. Upon turning on, I immediately connected to my iPhone 8. Piece of cake, which I appreciate.

So far, I have listened to a number of alternative bands, rap, hip hop, rock genres. Without hesitation, these are the best purchase for sound and price. I was expecting the sound to be about 50-75% as good as what I am hearing. The sound is balanced with just a little more bass than anticipated. I'm not mad about it. I currently have the rubber earbuds on, which fit nice and snug. These earbuds are exceptionally comfortable so far and with the wing tips, they stay in place well. The sound level also goes up extremely high while the quality does not break. Another impressive quality.

I will update this review in another month and in a year. So far, it seems like these headphones are well built and I'm surprisingly impressed with the build and sound quality.

Thanks for reading.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&pageNumber=104&reviewerType=all_reviews"
"1573062998-17559","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing","These TREBLAB J1 are amazing sound quality 👍","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573062875-17092","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome headphones","These work great. Sound is awesome just if u sweat they will move loose on u. But what the heck ur sweating and after 10hrs of wearing they are going strong. Wish my ear could hold up.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&reviewerType=all_reviews"
"1573062947-17376","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Customer Service and Earphones!","The Sound quality is good but the right speaker stopped working after 4 months but I contacted Treblab regarding the warranty claim and they replaced my earphones completely. Very satisfied as of now.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&pageNumber=80&reviewerType=all_reviews"
"1573062889-17159","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","So far they're awesome no trouble with them at all! And customer service was great!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews"
"1573062854-17010","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing bang for your buck","I accidentally ran over my first pair, and bought a second pair.  I have loved both! These are superb headphones with awesome battery and quality, and the price cannot be beat.  You definitely get your moneys worth out of these.  I highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews"
"1573063038-17699","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very good product.","These headphones are good for the price. Have a very respectable battery life. I have not been able to pair them with my phone though. They pair with my tablet in my computer but I have not been able to get them to pair with my phone. So maybe my phone's two older it's not compatible with these headphones. They definitely are good quality for the money. I would buy them again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&pageNumber=112&reviewerType=all_reviews"
