web-scraper-order,web-scraper-start-url,title,content,rating,next,next-href
"1573057422-15912","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","... I needed to put the screen on properly and easily. Read through the complete instructions first","They gave me everything I needed to put the screen on properly and easily. Read through the complete instructions first. If I would have done so I would not have had to go back a step.
My new protective cover looks great!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_434?ie=UTF8&pageNumber=434&reviewerType=all_reviews"
"1573056503-12394","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Get it right the first time","When I put on the protector (which did not go well because the guide stickers do not stick and are useless) I ended up with a spot of something between the protector and the iPad. I tried to lift the protector to see if I could remove the speck and the whole protector shattered.

UPDATE: sparin contacted me and requested to send me a free replacement, so I said I would try it again. This time I skipped the guide stickers and just dropped the protector on the screen after I cleaned it all ( with my own cleaners, not the included wipes) and I have to say I am very happy with it. The screen under the protector still looks bright and crisp, and I was able to get all the air bubbles and dust off the glass before i set the protector. It is a great protector once you get it on right, but I can't give anyone much help on how to get it on. I think sparin needs to work on its guide stickers and maybe some of the cleaning wipes. Still, good product overall!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&reviewerType=all_reviews"
"1573056439-12132","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Really great budget screen protector.","This screen protector fits iPad Pro flawlessly! It's made of a thin sheet of tempered glass so it feels just like the iPads screen: glossy, slick and easy to maneuver around. The one thing I've found that's disappointing, is it attracts finger prints like no body's business! There is no anti-fingerprint coating so I find myself cleaning it frequently but as far as protection, fit and look go, it's great. The screen itself comes with easy to follow instructions, tools to place the screen and tools to clean the device first to ensure a flawless finish. This is the 9.7 inch model iPad and screen protector so be sure your device isn't the 10.5 inch or 12.7 inch model before ordering.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1573057443-15995","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A must have","A great protector.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_442?ie=UTF8&pageNumber=442&reviewerType=all_reviews"
"1573056899-13894","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love it! Applied it perfectly with only ONE bubble","Love it!  Applied it perfectly with only ONE bubble!  Placed an order for another one.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_232?ie=UTF8&pageNumber=232&reviewerType=all_reviews"
"1573057336-15578","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The Best!","Excellent product and will order again when needed. The difference it made in my screen response was awesome when using my finger tips","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_400?ie=UTF8&pageNumber=400&reviewerType=all_reviews"
"1573057598-16535","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hi, i order this for iPad Pro!! ...","Hi, i order this for iPad Pro!!! And in your description they say it’s Fit on it!! Is not true!! It’s to Small for iPad Pro!! See the picture.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_496?ie=UTF8&pageNumber=496&reviewerType=all_reviews"
"1573056618-12842","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product!","Just received mine in the mail and it took less than 5 minutes to install. The guide stickers are super helpful when applying the screen protector to ensure it is applied in the right position. It was pretty cool watching it adhere by itself too. It's thick and durable yet I can still see my screen perfectly. I have absolutely no complaints and would definitely purchase again!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&pageNumber=127&reviewerType=all_reviews"
"1573057515-16223","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Glass, not plastic","Took a few days for the bubbles to disappear.  Can't remove and reapply.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_465?ie=UTF8&pageNumber=465&reviewerType=all_reviews"
"1573057557-16381","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","helped a great deal.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_481?ie=UTF8&pageNumber=481&reviewerType=all_reviews"
"1573057020-14352","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy to I stall","Quick shipping, easy to install","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_278?ie=UTF8&pageNumber=278&reviewerType=all_reviews"
"1573056842-13670","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great screen protector and easy to install.","The SPARIN screen protector came in a very nice package with all the necessary bits to get it installed. I specially liked the hinge stickers to make it easier to line up and install the screen straight. I did end up with a few bubbles but I was able to get rid of them by pressing on both sides of the bubbles with my thumbs and pushing the air out to the side. Once installed the screen looks great and it looks like it's going to protect my iPad really well. I definitely buy a second one to install on my wife's iPad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_210?ie=UTF8&pageNumber=210&reviewerType=all_reviews"
"1573056397-11970","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy Installation!","Got this screen protector for my hubby's new 9.7"" iPad Pro. I have to say that the installation of this screen protector was by far the easiest I've ever done. Simply clean the iPad screen with the wet and dry wipes provided and then make sure to use the lint remover. That was key to getting a super clean and lint free screen prior to application. After making sure of the alignment, the screen protector simply laid down as easy as can be.  Not a speck of link or air bubble to be found!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1573056348-11782","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Completely Impressed","I'm not one to write reviews. When I received the email from SPARIN asking me to review the product it still had not arrived due to a shipping error by Amazon. So basically the email just went unnoticed. When the product did arrive, I immediately was impressed by the packaging. A heavy weight box with a great presentation to even include an icon that read ""explosion proof."" I want to test that part. When I opened the box I again was impressed. The screen protector was surrounded by a foam rubber frame to protect it, and also encased by two protective layers of styrofoam wrap. The company enclosed all of its literature in an envelope that made me think I was getting a greeting card along with my screen protector. They even included a ""happy / not happy"" card that reiterates their desire to provide you a good product or they will do what they can to make it right.
As for the screen protector, it seems solid. It has been on my iPad for less than 24 hours, and as long as it stands up to the torture that I know I will put it through, I am beyond happy with my purchase.
For some reason if the product does give me problems, I have a feeling the company will make it right. Great job.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1573056486-12326","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love it! Most successful screen protection install ever.","I was so impressed with the process for putting this on my iPad (though I definitely suggest watching the YouTube video first)! It is so well thought out and so intelligent. Although there are several steps to the process, it was really the easiest process of any screen protector I've installed and by far the most successful! I've only had mine for a few days but am happy with how it works. You don't even know it is there. My husband has had his for several months and there is no sign of wear and tear.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&reviewerType=all_reviews"
"1573057036-14415","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Item arrived perfect! Was really well packaged","Item arrived perfect! Was really well packaged. I've purchased glass like this for my phone many times and seem to always have to deal with bad packaging and having to replace because they arrive cracked. I dinged it a star because if you try to lift a corner to help with a bubble it won't stick in that spot again. Ugh.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_284?ie=UTF8&pageNumber=284&reviewerType=all_reviews"
"1573057033-14406","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good price","Good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_283?ie=UTF8&pageNumber=283&reviewerType=all_reviews"
"1573057512-16216","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I was disappointed in this product","I was disappointed in this product. I have bought many different glass protectors and this one did not adhere to the entire screen as it should. One corner never stuck to screen. I always use wet/dry wipes exactly per manufacturer  directions, so not sure why this happened. Bummer.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_464?ie=UTF8&pageNumber=464&reviewerType=all_reviews"
"1573057397-15812","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Plastic not glass","Not glass","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_424?ie=UTF8&pageNumber=424&reviewerType=all_reviews"
"1573057121-14746","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good quality and quick delivery.","Good quality and quick delivery.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_317?ie=UTF8&pageNumber=317&reviewerType=all_reviews"
"1573056674-13054","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fits","Fits perfectly.  I saw reviews that it does not fit right, I took the risk and I have no issues.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_148?ie=UTF8&pageNumber=148&reviewerType=all_reviews"
