web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewStar,next,next-href
"1573042880-1739","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awful. Right ear doesn't charge.","Save your money. These are crap. Right ear stopped charging fully about 2 weeks after purchase.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_174?ie=UTF8&pageNumber=174&reviewerType=all_reviews"
"1573042824-1487","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing AirPods!!!!!","I love these AirPods!!!!  If you take them out of your ears the movie or show you are watching stops also.  Amazing sound!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&pageNumber=149&reviewerType=all_reviews"
"1573042818-1457","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",":)","they’re pretty good as u know","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_146?ie=UTF8&pageNumber=146&reviewerType=all_reviews"
"1573042667-788","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Work great","No issues, battery life and sound quality is great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews"
"1573042766-1226","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great!","Great!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1573043165-3015","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cool ！","before my all headset have wire because I only believe wire is good use， wireless headset cant work well but now I use it to now work great ，
airpods you need it！","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_302?ie=UTF8&pageNumber=302&reviewerType=all_reviews"
"1573042937-2002","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A must have!","Amazing product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_200?ie=UTF8&pageNumber=200&reviewerType=all_reviews"
"1573043169-3043","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Apple","What can I say got this for my daughter's b-day & she loves it...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_304?ie=UTF8&pageNumber=304&reviewerType=all_reviews"
"1573042998-2266","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent services","Came as described and fast delivery","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_227?ie=UTF8&pageNumber=227&reviewerType=all_reviews"
"1573043240-3364","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product","It worked well so far. Greatly appreciate.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_336?ie=UTF8&pageNumber=336&reviewerType=all_reviews"
"1573043029-2409","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_241?ie=UTF8&pageNumber=241&reviewerType=all_reviews"
"1573042619-573","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Work great","Ordered them for my daughter and she loves them. They are high quality and work great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&reviewerType=all_reviews"
"1573042838-1547","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Didn’t come with case","My didn’t come with the charging case as described. I used my brother’s case for a couple days just to see how they are and I finally decided to return them.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&pageNumber=155&reviewerType=all_reviews"
"1573042744-1129","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Its alright","But its not worth the price","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&reviewerType=all_reviews"
"1573042993-2250","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Must buy","Great sound quality. Fits well in ear","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews"
"1573042982-2200","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They quit working","Not satisfied I had them for 2 weeks and they quit working","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_220?ie=UTF8&pageNumber=220&reviewerType=all_reviews"
"1573042690-892","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great airpods","Love this airpods","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&pageNumber=89&reviewerType=all_reviews"
"1573042838-1553","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Product!!!","5 stars across the board! I love these air pods and would recommend them to anyone looking for comfortable, quality head phones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&pageNumber=155&reviewerType=all_reviews"
"1573043007-2307","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect in every way","Best earbuds ever","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_231?ie=UTF8&pageNumber=231&reviewerType=all_reviews"
"1573042498-27","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","These have excellent sound quality and great Bass, too. I think the price is well worth it! LOVE EM!","I have tried several “cheaper” imitations of AirPods and they were just ok. I have been waiting to get these and let me tell you, I’m sold. THESE ARE GREAT! As soon as I got them, I had to try them out. First of all, they paired with my iPhone XR, almost instantly. All I had to do was have my phone open and near the AirPods, while they were still in the charging case, open the lid and within seconds they paired! It displays the charge of both the AirPods and the case on your phone, too! Super cool! I selected one of my favorite Classic Rock bands and started jamming. The sound quality was awesome! These have a excellent Bass response, too. These were a outstanding purchase for me. I’m so glad that I patiently waited for the AirPod 2s! I had been reading a lot of expert reviews about them. The original AirPods are good I have heard, but for several improvements these are even better. I definitely recommend them. I’m another satisfied listener and a very happy customer.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573042811-1433","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Value","Great item","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_143?ie=UTF8&pageNumber=143&reviewerType=all_reviews"
"1573043011-2334","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent quality","Excellent product I like it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_233?ie=UTF8&pageNumber=233&reviewerType=all_reviews"
"1573042944-2030","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing","So far so good! I just got them today and they are working great!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_203?ie=UTF8&pageNumber=203&reviewerType=all_reviews"
"1573042654-733","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worth the Money","I finally caved and bought a pair of Air Pods when one of my daughters asked for a pair for a gift. I’m glad I bought them. Great sound. Quick connection to all my devices. Only slight negative is that I feel I have to have ear hook sleeves to keep them in my ears.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573042598-479","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Airpods are excellent wireless earphones for sport, play, or leisure.","Sound quality is good and fits in the ear snug.  These will not fall out even while running or jogging.  The noise cancellation is ok for in the ear earphones, but I prefer over the ear headphones if you need noise cancellation.  Battery life is about average as I never have them out of the charging case for very long, so they are good enough for a workout.  Love the hands free Siri usage with them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&reviewerType=all_reviews"
"1573043040-2460","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","excellent product","very easy to use and carry","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_246?ie=UTF8&pageNumber=246&reviewerType=all_reviews"
"1573043196-3164","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good Quality","Great gift","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_316?ie=UTF8&pageNumber=316&reviewerType=all_reviews"
"1573043222-3279","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The best ever","The best period","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_328?ie=UTF8&pageNumber=328&reviewerType=all_reviews"
"1573042498-30","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AirPod 2 vs Jabra Actives","I have both the AirPods and the Jabra Elite Actives. I like them both but for different reasons
AirPods Pros
- light,
-comfortable,
-Wonderful phone call performance (at both ends)
- great charging case
-5 hour battery life
- open design allows you to hear traffic, conversations, etc (this is a negative in noisy environments)
AirPod Cons:
- will not stay in without earhooks
- Not water/sweat proof.
Jabra Pros:
- great sound isolation (especially with Comfort tips)
- better base than AirPods,
- good battery life,
-not as obtrusive as the q-tip AirPods
-Much better water/sweat protection
Jabra Cons:
- the absolute worst customer service you will EVER find. Hope you will never have to use it. I had to return two before I got a pair that worked. THANK YOU AMAZON!

If I had to buy just one, it would be the AirPods. But, the Jabras are better in the gym or in noisy environments.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573043098-2722","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The best price!!!!","My daughter loves them  so much!!!!❤️","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_272?ie=UTF8&pageNumber=272&reviewerType=all_reviews"
"1573043214-3242","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Na","Good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_324?ie=UTF8&pageNumber=324&reviewerType=all_reviews"
"1573043205-3198","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect","I love these","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_320?ie=UTF8&pageNumber=320&reviewerType=all_reviews"
